S.No,Date,Year,Month,Day,Time,EBH,WBH,TH,EBM,WBM,TM,MaxTemp,MinTemp,MeanTemp,TotalRain,TotalSnow,TotalPrecip,SnowOnGrnd,DirOfMaxGust,SpdOfMaxGust
4479,15-08-2018,2018,8,15,15,111,131,242,137,144,281,31.3,20,25.7,0,0,0,0,28,39
4480,15-08-2018,2018,8,15,16,100,235,335,129,210,339,31.3,20,25.7,0,0,0,0,28,39
4481,15-08-2018,2018,8,15,17,149,388,537,145,359,504,31.3,20,25.7,0,0,0,0,28,39
4482,15-08-2018,2018,8,15,18,131,293,424,170,261,431,31.3,20,25.7,0,0,0,0,28,39
4483,15-08-2018,2018,8,15,19,142,201,343,153,215,368,31.3,20,25.7,0,0,0,0,28,39
4484,15-08-2018,2018,8,15,20,130,162,292,140,160,300,31.3,20,25.7,0,0,0,0,28,39
4485,15-08-2018,2018,8,15,21,81,119,200,87,155,242,31.3,20,25.7,0,0,0,0,28,39
4486,15-08-2018,2018,8,15,22,74,86,160,84,103,187,31.3,20,25.7,0,0,0,0,28,39
4487,15-08-2018,2018,8,15,23,45,45,90,60,65,125,31.3,20,25.7,0,0,0,0,28,39
4488,16-08-2018,2018,8,16,0,27,32,59,31,39,70,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4489,16-08-2018,2018,8,16,1,5,17,22,18,21,39,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4490,16-08-2018,2018,8,16,2,9,14,23,10,12,22,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4491,16-08-2018,2018,8,16,3,7,6,13,4,14,18,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4492,16-08-2018,2018,8,16,4,3,3,6,3,2,5,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4493,16-08-2018,2018,8,16,5,20,3,23,12,5,17,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4494,16-08-2018,2018,8,16,6,61,15,76,51,14,65,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4495,16-08-2018,2018,8,16,7,136,36,172,113,28,141,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4496,16-08-2018,2018,8,16,8,372,64,436,356,56,412,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4497,16-08-2018,2018,8,16,9,277,44,321,252,48,300,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4498,16-08-2018,2018,8,16,10,136,39,175,156,46,202,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4499,16-08-2018,2018,8,16,11,98,84,182,92,77,169,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4500,16-08-2018,2018,8,16,12,111,78,189,118,85,203,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4501,16-08-2018,2018,8,16,13,112,98,210,110,102,212,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4502,16-08-2018,2018,8,16,14,104,99,203,120,106,226,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4503,16-08-2018,2018,8,16,15,89,138,227,110,135,245,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4504,16-08-2018,2018,8,16,16,119,227,346,105,194,299,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4505,16-08-2018,2018,8,16,17,130,322,452,160,292,452,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4506,16-08-2018,2018,8,16,18,121,222,343,155,255,410,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4507,16-08-2018,2018,8,16,19,105,156,261,104,172,276,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4508,16-08-2018,2018,8,16,20,86,128,214,99,154,253,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4509,16-08-2018,2018,8,16,21,71,115,186,81,123,204,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4510,16-08-2018,2018,8,16,22,47,70,117,66,74,140,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4511,16-08-2018,2018,8,16,23,34,68,102,35,71,106,29.9,20.2,25.1,1.4,0,1.4,0,22,43
4512,17-08-2018,2018,8,17,0,16,30,46,21,36,57,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4513,17-08-2018,2018,8,17,1,10,12,22,12,14,26,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4514,17-08-2018,2018,8,17,2,4,12,16,10,11,21,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4515,17-08-2018,2018,8,17,3,3,2,5,3,4,7,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4516,17-08-2018,2018,8,17,4,0,5,5,1,2,3,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4517,17-08-2018,2018,8,17,5,15,3,18,14,1,15,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4518,17-08-2018,2018,8,17,6,36,4,40,40,5,45,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4519,17-08-2018,2018,8,17,7,93,16,109,79,15,94,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4520,17-08-2018,2018,8,17,8,264,39,303,241,41,282,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4521,17-08-2018,2018,8,17,9,178,52,230,155,45,200,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4522,17-08-2018,2018,8,17,10,108,44,152,115,47,162,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4523,17-08-2018,2018,8,17,11,95,49,144,107,64,171,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4524,17-08-2018,2018,8,17,12,91,88,179,90,82,172,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4525,17-08-2018,2018,8,17,13,73,83,156,82,76,158,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4526,17-08-2018,2018,8,17,14,73,78,151,63,93,156,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4527,17-08-2018,2018,8,17,15,87,127,214,90,123,213,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4528,17-08-2018,2018,8,17,16,46,103,149,49,115,164,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4529,17-08-2018,2018,8,17,17,67,212,279,83,183,266,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4530,17-08-2018,2018,8,17,18,67,135,202,85,120,205,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4531,17-08-2018,2018,8,17,19,28,75,103,33,71,104,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4532,17-08-2018,2018,8,17,20,41,52,93,49,51,100,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4533,17-08-2018,2018,8,17,21,35,40,75,37,40,77,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4534,17-08-2018,2018,8,17,22,22,52,74,42,60,102,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4535,17-08-2018,2018,8,17,23,27,37,64,29,52,81,29.3,21.2,25.3,14.6,0,14.6,0,32,39
4536,18-08-2018,2018,8,18,0,9,27,36,15,30,45,24.9,19.1,22,0.4,0,0.4,0,0,29
4537,18-08-2018,2018,8,18,1,13,15,28,16,24,40,24.9,19.1,22,0.4,0,0.4,0,0,29
4538,18-08-2018,2018,8,18,2,10,11,21,7,16,23,24.9,19.1,22,0.4,0,0.4,0,0,29
4539,18-08-2018,2018,8,18,3,4,4,8,2,4,6,24.9,19.1,22,0.4,0,0.4,0,0,29
4540,18-08-2018,2018,8,18,4,4,5,9,5,4,9,24.9,19.1,22,0.4,0,0.4,0,0,29
4541,18-08-2018,2018,8,18,5,7,2,9,3,3,6,24.9,19.1,22,0.4,0,0.4,0,0,29
4542,18-08-2018,2018,8,18,6,12,6,18,11,10,21,24.9,19.1,22,0.4,0,0.4,0,0,29
4543,18-08-2018,2018,8,18,7,29,12,41,30,11,41,24.9,19.1,22,0.4,0,0.4,0,0,29
4544,18-08-2018,2018,8,18,8,51,19,70,57,30,87,24.9,19.1,22,0.4,0,0.4,0,0,29
4545,18-08-2018,2018,8,18,9,77,31,108,105,41,146,24.9,19.1,22,0.4,0,0.4,0,0,29
4546,18-08-2018,2018,8,18,10,96,51,147,109,61,170,24.9,19.1,22,0.4,0,0.4,0,0,29
4547,18-08-2018,2018,8,18,11,110,84,194,116,87,203,24.9,19.1,22,0.4,0,0.4,0,0,29
4548,18-08-2018,2018,8,18,12,112,113,225,139,104,243,24.9,19.1,22,0.4,0,0.4,0,0,29
4549,18-08-2018,2018,8,18,13,108,100,208,139,125,264,24.9,19.1,22,0.4,0,0.4,0,0,29
4550,18-08-2018,2018,8,18,14,133,100,233,125,101,226,24.9,19.1,22,0.4,0,0.4,0,0,29
4551,18-08-2018,2018,8,18,15,121,111,232,151,131,282,24.9,19.1,22,0.4,0,0.4,0,0,29
4552,18-08-2018,2018,8,18,16,117,114,231,137,124,261,24.9,19.1,22,0.4,0,0.4,0,0,29
4553,18-08-2018,2018,8,18,17,111,87,198,115,106,221,24.9,19.1,22,0.4,0,0.4,0,0,29
4554,18-08-2018,2018,8,18,18,103,121,224,114,128,242,24.9,19.1,22,0.4,0,0.4,0,0,29
4555,18-08-2018,2018,8,18,19,82,106,188,109,110,219,24.9,19.1,22,0.4,0,0.4,0,0,29
4556,18-08-2018,2018,8,18,20,61,76,137,93,96,189,24.9,19.1,22,0.4,0,0.4,0,0,29
4557,18-08-2018,2018,8,18,21,74,87,161,78,100,178,24.9,19.1,22,0.4,0,0.4,0,0,29
4558,18-08-2018,2018,8,18,22,52,68,120,61,65,126,24.9,19.1,22,0.4,0,0.4,0,0,29
4559,18-08-2018,2018,8,18,23,31,44,75,49,64,113,24.9,19.1,22,0.4,0,0.4,0,0,29
4560,19-08-2018,2018,8,19,0,33,51,84,46,52,98,24.8,17.1,21,0,0,0,0,0,29
4561,19-08-2018,2018,8,19,1,29,26,55,26,29,55,24.8,17.1,21,0,0,0,0,0,29
4562,19-08-2018,2018,8,19,2,17,29,46,17,39,56,24.8,17.1,21,0,0,0,0,0,29
4563,19-08-2018,2018,8,19,3,4,13,17,11,15,26,24.8,17.1,21,0,0,0,0,0,29
4564,19-08-2018,2018,8,19,4,5,9,14,5,8,13,24.8,17.1,21,0,0,0,0,0,29
4565,19-08-2018,2018,8,19,5,7,4,11,6,1,7,24.8,17.1,21,0,0,0,0,0,29
4566,19-08-2018,2018,8,19,6,13,10,23,16,18,34,24.8,17.1,21,0,0,0,0,0,29
4567,19-08-2018,2018,8,19,7,20,14,34,13,18,31,24.8,17.1,21,0,0,0,0,0,29
4568,19-08-2018,2018,8,19,8,48,20,68,48,21,69,24.8,17.1,21,0,0,0,0,0,29
4569,19-08-2018,2018,8,19,9,22,24,46,24,30,54,24.8,17.1,21,0,0,0,0,0,29
4570,19-08-2018,2018,8,19,10,4,31,35,42,47,89,24.8,17.1,21,0,0,0,0,0,29
4571,19-08-2018,2018,8,19,11,13,84,97,37,85,122,24.8,17.1,21,0,0,0,0,0,29
4572,19-08-2018,2018,8,19,12,15,136,151,61,91,152,24.8,17.1,21,0,0,0,0,0,29
4573,19-08-2018,2018,8,19,13,13,133,146,79,112,191,24.8,17.1,21,0,0,0,0,0,29
4574,19-08-2018,2018,8,19,14,102,127,229,95,95,190,24.8,17.1,21,0,0,0,0,0,29
4575,19-08-2018,2018,8,19,15,112,122,234,140,121,261,24.8,17.1,21,0,0,0,0,0,29
4576,19-08-2018,2018,8,19,16,131,131,262,135,115,250,24.8,17.1,21,0,0,0,0,0,29
4577,19-08-2018,2018,8,19,17,102,116,218,133,124,257,24.8,17.1,21,0,0,0,0,0,29
4578,19-08-2018,2018,8,19,18,120,132,252,160,138,298,24.8,17.1,21,0,0,0,0,0,29
4579,19-08-2018,2018,8,19,19,81,111,192,95,126,221,24.8,17.1,21,0,0,0,0,0,29
4580,19-08-2018,2018,8,19,20,64,104,168,78,128,206,24.8,17.1,21,0,0,0,0,0,29
4581,19-08-2018,2018,8,19,21,95,83,178,91,95,186,24.8,17.1,21,0,0,0,0,0,29
4582,19-08-2018,2018,8,19,22,55,42,97,54,55,109,24.8,17.1,21,0,0,0,0,0,29
4583,19-08-2018,2018,8,19,23,35,40,75,58,36,94,24.8,17.1,21,0,0,0,0,0,29
4584,20-08-2018,2018,8,20,0,22,27,49,24,35,59,25.5,17.9,21.7,0,0,0,0,10,32
4585,20-08-2018,2018,8,20,1,16,9,25,18,14,32,25.5,17.9,21.7,0,0,0,0,10,32
4586,20-08-2018,2018,8,20,2,7,6,13,8,10,18,25.5,17.9,21.7,0,0,0,0,10,32
4587,20-08-2018,2018,8,20,3,3,5,8,2,9,11,25.5,17.9,21.7,0,0,0,0,10,32
4588,20-08-2018,2018,8,20,4,5,2,7,3,5,8,25.5,17.9,21.7,0,0,0,0,10,32
4589,20-08-2018,2018,8,20,5,18,6,24,16,6,22,25.5,17.9,21.7,0,0,0,0,10,32
4590,20-08-2018,2018,8,20,6,46,9,55,42,11,53,25.5,17.9,21.7,0,0,0,0,10,32
4591,20-08-2018,2018,8,20,7,147,25,172,134,21,155,25.5,17.9,21.7,0,0,0,0,10,32
4592,20-08-2018,2018,8,20,8,436,57,493,370,50,420,25.5,17.9,21.7,0,0,0,0,10,32
4593,20-08-2018,2018,8,20,9,273,53,326,241,59,300,25.5,17.9,21.7,0,0,0,0,10,32
4594,20-08-2018,2018,8,20,10,117,51,168,136,58,194,25.5,17.9,21.7,0,0,0,0,10,32
4595,20-08-2018,2018,8,20,11,90,58,148,109,66,175,25.5,17.9,21.7,0,0,0,0,10,32
4596,20-08-2018,2018,8,20,12,109,80,189,102,72,174,25.5,17.9,21.7,0,0,0,0,10,32
4597,20-08-2018,2018,8,20,13,117,77,194,126,91,217,25.5,17.9,21.7,0,0,0,0,10,32
4598,20-08-2018,2018,8,20,14,100,115,215,118,128,246,25.5,17.9,21.7,0,0,0,0,10,32
4599,20-08-2018,2018,8,20,15,89,133,222,100,143,243,25.5,17.9,21.7,0,0,0,0,10,32
4600,20-08-2018,2018,8,20,16,86,195,281,103,165,268,25.5,17.9,21.7,0,0,0,0,10,32
4601,20-08-2018,2018,8,20,17,135,396,531,153,304,457,25.5,17.9,21.7,0,0,0,0,10,32
4602,20-08-2018,2018,8,20,18,175,257,432,179,247,426,25.5,17.9,21.7,0,0,0,0,10,32
4603,20-08-2018,2018,8,20,19,109,195,304,131,197,328,25.5,17.9,21.7,0,0,0,0,10,32
4604,20-08-2018,2018,8,20,20,87,146,233,98,150,248,25.5,17.9,21.7,0,0,0,0,10,32
4605,20-08-2018,2018,8,20,21,67,113,180,59,137,196,25.5,17.9,21.7,0,0,0,0,10,32
4606,20-08-2018,2018,8,20,22,62,73,135,46,96,142,25.5,17.9,21.7,0,0,0,0,10,32
4607,20-08-2018,2018,8,20,23,41,56,97,41,52,93,25.5,17.9,21.7,0,0,0,0,10,32
4608,21-08-2018,2018,8,21,0,20,26,46,22,34,56,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4609,21-08-2018,2018,8,21,1,10,9,19,10,8,18,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4610,21-08-2018,2018,8,21,2,5,5,10,4,7,11,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4611,21-08-2018,2018,8,21,3,4,2,6,3,4,7,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4612,21-08-2018,2018,8,21,4,1,0,1,2,3,5,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4613,21-08-2018,2018,8,21,5,9,5,14,10,4,14,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4614,21-08-2018,2018,8,21,6,41,3,44,37,9,46,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4615,21-08-2018,2018,8,21,7,39,10,49,29,7,36,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4616,21-08-2018,2018,8,21,8,81,13,94,71,19,90,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4617,21-08-2018,2018,8,21,9,60,15,75,46,13,59,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4618,21-08-2018,2018,8,21,10,27,7,34,30,10,40,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4619,21-08-2018,2018,8,21,11,14,11,25,14,9,23,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4620,21-08-2018,2018,8,21,12,26,21,47,23,14,37,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4621,21-08-2018,2018,8,21,13,36,30,66,35,18,53,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4622,21-08-2018,2018,8,21,14,44,43,87,55,42,97,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4623,21-08-2018,2018,8,21,15,61,51,112,54,61,115,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4624,21-08-2018,2018,8,21,16,61,76,137,74,78,152,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4625,21-08-2018,2018,8,21,17,41,93,134,50,86,136,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4626,21-08-2018,2018,8,21,18,54,95,149,64,80,144,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4627,21-08-2018,2018,8,21,19,61,60,121,59,83,142,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4628,21-08-2018,2018,8,21,20,52,69,121,68,62,130,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4629,21-08-2018,2018,8,21,21,45,62,107,57,64,121,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4630,21-08-2018,2018,8,21,22,32,49,81,31,50,81,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4631,21-08-2018,2018,8,21,23,29,24,53,30,32,62,25.9,19.7,22.8,25.6,0,25.6,0,34,48
4632,22-08-2018,2018,8,22,0,7,19,26,13,14,27,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4633,22-08-2018,2018,8,22,1,5,13,18,8,16,24,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4634,22-08-2018,2018,8,22,2,5,7,12,5,4,9,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4635,22-08-2018,2018,8,22,3,3,5,8,3,12,15,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4636,22-08-2018,2018,8,22,4,8,3,11,3,3,6,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4637,22-08-2018,2018,8,22,5,14,6,20,14,5,19,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4638,22-08-2018,2018,8,22,6,60,4,64,63,4,67,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4639,22-08-2018,2018,8,22,7,132,23,155,120,26,146,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4640,22-08-2018,2018,8,22,8,308,44,352,280,38,318,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4641,22-08-2018,2018,8,22,9,246,56,302,234,45,279,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4642,22-08-2018,2018,8,22,10,113,51,164,126,43,169,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4643,22-08-2018,2018,8,22,11,93,69,162,100,66,166,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4644,22-08-2018,2018,8,22,12,109,87,196,119,86,205,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4645,22-08-2018,2018,8,22,13,114,87,201,131,95,226,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4646,22-08-2018,2018,8,22,14,90,104,194,105,106,211,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4647,22-08-2018,2018,8,22,15,98,124,222,112,131,243,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4648,22-08-2018,2018,8,22,16,97,195,292,120,198,318,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4649,22-08-2018,2018,8,22,17,134,346,480,144,296,440,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4650,22-08-2018,2018,8,22,18,122,228,350,148,250,398,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4651,22-08-2018,2018,8,22,19,111,187,298,161,195,356,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4652,22-08-2018,2018,8,22,20,108,137,245,123,175,298,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4653,22-08-2018,2018,8,22,21,91,108,199,92,134,226,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4654,22-08-2018,2018,8,22,22,60,82,142,69,86,155,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4655,22-08-2018,2018,8,22,23,46,52,98,44,64,108,21.4,15.1,18.3,0.8,0,0.8,0,30,56
4656,23-08-2018,2018,8,23,0,24,24,48,14,36,50,26.6,14.8,20.7,0,0,0,0,28,46
4657,23-08-2018,2018,8,23,1,18,13,31,18,16,34,26.6,14.8,20.7,0,0,0,0,28,46
4658,23-08-2018,2018,8,23,2,4,7,11,7,11,18,26.6,14.8,20.7,0,0,0,0,28,46
4659,23-08-2018,2018,8,23,3,3,4,7,9,3,12,26.6,14.8,20.7,0,0,0,0,28,46
4660,23-08-2018,2018,8,23,4,5,1,6,6,3,9,26.6,14.8,20.7,0,0,0,0,28,46
4661,23-08-2018,2018,8,23,5,13,6,19,13,9,22,26.6,14.8,20.7,0,0,0,0,28,46
4662,23-08-2018,2018,8,23,6,59,10,69,50,13,63,26.6,14.8,20.7,0,0,0,0,28,46
4663,23-08-2018,2018,8,23,7,148,32,180,153,30,183,26.6,14.8,20.7,0,0,0,0,28,46
4664,23-08-2018,2018,8,23,8,403,59,462,358,53,411,26.6,14.8,20.7,0,0,0,0,28,46
4665,23-08-2018,2018,8,23,9,271,47,318,246,58,304,26.6,14.8,20.7,0,0,0,0,28,46
4666,23-08-2018,2018,8,23,10,137,53,190,151,58,209,26.6,14.8,20.7,0,0,0,0,28,46
4667,23-08-2018,2018,8,23,11,121,67,188,131,82,213,26.6,14.8,20.7,0,0,0,0,28,46
4668,23-08-2018,2018,8,23,12,98,100,198,112,94,206,26.6,14.8,20.7,0,0,0,0,28,46
4669,23-08-2018,2018,8,23,13,125,93,218,121,110,231,26.6,14.8,20.7,0,0,0,0,28,46
4670,23-08-2018,2018,8,23,14,94,88,182,107,81,188,26.6,14.8,20.7,0,0,0,0,28,46
4671,23-08-2018,2018,8,23,15,121,131,252,123,138,261,26.6,14.8,20.7,0,0,0,0,28,46
4672,23-08-2018,2018,8,23,16,126,209,335,132,181,313,26.6,14.8,20.7,0,0,0,0,28,46
4673,23-08-2018,2018,8,23,17,151,392,543,165,350,515,26.6,14.8,20.7,0,0,0,0,28,46
4674,23-08-2018,2018,8,23,18,172,275,447,166,285,451,26.6,14.8,20.7,0,0,0,0,28,46
4675,23-08-2018,2018,8,23,19,108,189,297,115,193,308,26.6,14.8,20.7,0,0,0,0,28,46
4676,23-08-2018,2018,8,23,20,111,165,276,126,173,299,26.6,14.8,20.7,0,0,0,0,28,46
4677,23-08-2018,2018,8,23,21,93,112,205,88,123,211,26.6,14.8,20.7,0,0,0,0,28,46
4678,23-08-2018,2018,8,23,22,75,59,134,75,73,148,26.6,14.8,20.7,0,0,0,0,28,46
4679,23-08-2018,2018,8,23,23,39,64,103,46,71,117,26.6,14.8,20.7,0,0,0,0,28,46
4680,24-08-2018,2018,8,24,0,29,55,84,33,49,82,27,14.6,20.8,0,0,0,0,24,39
4681,24-08-2018,2018,8,24,1,20,20,40,26,22,48,27,14.6,20.8,0,0,0,0,24,39
4682,24-08-2018,2018,8,24,2,10,10,20,10,20,30,27,14.6,20.8,0,0,0,0,24,39
4683,24-08-2018,2018,8,24,3,7,10,17,6,9,15,27,14.6,20.8,0,0,0,0,24,39
4684,24-08-2018,2018,8,24,4,5,5,10,1,9,10,27,14.6,20.8,0,0,0,0,24,39
4685,24-08-2018,2018,8,24,5,13,7,20,13,5,18,27,14.6,20.8,0,0,0,0,24,39
4686,24-08-2018,2018,8,24,6,61,12,73,49,14,63,27,14.6,20.8,0,0,0,0,24,39
4687,24-08-2018,2018,8,24,7,117,32,149,114,29,143,27,14.6,20.8,0,0,0,0,24,39
4688,24-08-2018,2018,8,24,8,359,44,403,327,39,366,27,14.6,20.8,0,0,0,0,24,39
4689,24-08-2018,2018,8,24,9,262,48,310,229,51,280,27,14.6,20.8,0,0,0,0,24,39
4690,24-08-2018,2018,8,24,10,152,65,217,159,54,213,27,14.6,20.8,0,0,0,0,24,39
4691,24-08-2018,2018,8,24,11,124,72,196,129,85,214,27,14.6,20.8,0,0,0,0,24,39
4692,24-08-2018,2018,8,24,12,102,99,201,126,98,224,27,14.6,20.8,0,0,0,0,24,39
4693,24-08-2018,2018,8,24,13,130,123,253,118,108,226,27,14.6,20.8,0,0,0,0,24,39
4694,24-08-2018,2018,8,24,14,110,117,227,89,133,222,27,14.6,20.8,0,0,0,0,24,39
4695,24-08-2018,2018,8,24,15,94,144,238,123,153,276,27,14.6,20.8,0,0,0,0,24,39
4696,24-08-2018,2018,8,24,16,96,212,308,126,212,338,27,14.6,20.8,0,0,0,0,24,39
4697,24-08-2018,2018,8,24,17,140,289,429,146,281,427,27,14.6,20.8,0,0,0,0,24,39
4698,24-08-2018,2018,8,24,18,120,211,331,138,233,371,27,14.6,20.8,0,0,0,0,24,39
4699,24-08-2018,2018,8,24,19,113,151,264,140,186,326,27,14.6,20.8,0,0,0,0,24,39
4700,24-08-2018,2018,8,24,20,78,135,213,106,138,244,27,14.6,20.8,0,0,0,0,24,39
4701,24-08-2018,2018,8,24,21,70,113,183,80,144,224,27,14.6,20.8,0,0,0,0,24,39
4702,24-08-2018,2018,8,24,22,61,66,127,72,77,149,27,14.6,20.8,0,0,0,0,24,39
4703,24-08-2018,2018,8,24,23,46,61,107,42,84,126,27,14.6,20.8,0,0,0,0,24,39
4704,25-08-2018,2018,8,25,0,43,47,90,53,67,120,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4705,25-08-2018,2018,8,25,1,27,24,51,32,30,62,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4706,25-08-2018,2018,8,25,2,13,18,31,20,30,50,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4707,25-08-2018,2018,8,25,3,9,7,16,19,16,35,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4708,25-08-2018,2018,8,25,4,8,7,15,5,11,16,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4709,25-08-2018,2018,8,25,5,5,4,9,7,5,12,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4710,25-08-2018,2018,8,25,6,17,11,28,15,8,23,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4711,25-08-2018,2018,8,25,7,19,9,28,21,11,32,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4712,25-08-2018,2018,8,25,8,36,31,67,38,27,65,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4713,25-08-2018,2018,8,25,9,63,34,97,76,45,121,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4714,25-08-2018,2018,8,25,10,74,47,121,80,58,138,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4715,25-08-2018,2018,8,25,11,97,82,179,116,84,200,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4716,25-08-2018,2018,8,25,12,107,86,193,117,123,240,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4717,25-08-2018,2018,8,25,13,76,99,175,81,114,195,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4718,25-08-2018,2018,8,25,14,74,58,132,87,74,161,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4719,25-08-2018,2018,8,25,15,58,53,111,56,50,106,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4720,25-08-2018,2018,8,25,16,44,57,101,34,60,94,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4721,25-08-2018,2018,8,25,17,63,61,124,74,90,164,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4722,25-08-2018,2018,8,25,18,80,74,154,101,86,187,25.6,20.1,22.9,17.8,0,17.8,0,16,37
4723,25-08-2018,2018,8,25,19,61,64,125,86,80,166,25.6,20.1,22.9,17.8,0,17.8,0,16,37
